"FileName","Drive_#","Access_Mode","Size","Last_Access","Last_Modify","Created"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x64\wimerge.vbs","2","33206","3098","2016/01/08 23:21:04","2013/07/22 15:14:32","2013/07/22 15:14:32"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x64\wipolicy.vbs","2","33206","8505","2016/01/08 23:21:04","2013/07/22 15:14:32","2013/07/22 15:14:32"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x64\wirunsql.vbs","2","33206","3125","2016/01/08 23:21:04","2013/07/22 15:14:32","2013/07/22 15:14:32"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x64\wistream.vbs","2","33206","4813","2016/01/08 23:21:04","2013/07/22 15:14:32","2013/07/22 15:14:32"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x64\wisubstg.vbs","2","33206","4605","2016/01/08 23:21:04","2013/07/22 15:14:32","2013/07/22 15:14:32"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x64\wisuminf.vbs","2","33206","6401","2016/01/08 23:21:04","2013/07/22 15:14:32","2013/07/22 15:14:32"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x64\witextin.vbs","2","33206","3808","2016/01/08 23:21:04","2013/07/22 15:14:32","2013/07/22 15:14:32"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x64\witoansi.vbs","2","33206","1989","2016/01/08 23:21:04","2013/07/22 15:14:32","2013/07/22 15:14:32"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x64\wiusexfm.vbs","2","33206","2822","2016/01/08 23:21:04","2013/07/22 15:14:32","2013/07/22 15:14:32"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\register_app.vbs","2","33206","10946","2016/01/08 23:21:12","2012/07/06 13:20:28","2012/07/06 13:20:28"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\WiCompon.vbs","2","33206","8705","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\widialog.vbs","2","33206","4252","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\widiffdb.vbs","2","33206","4832","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wiexport.vbs","2","33206","2837","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wifeatur.vbs","2","33206","8232","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wifilver.vbs","2","33206","10967","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wigenxfm.vbs","2","33206","2186","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wiimport.vbs","2","33206","3472","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
